"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"692"	4	1	1	1	1	2	1	4	4	1	3	1	2	1	2	2	3	4	1	1	2	2	2	2	1	1	1	1	1	3	1	2	1	4	1	3	1	2	1	2	3	2	1	2	2	1	4	1	1	1	1	4	1	4	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	4	1	4	1	1	2	2	4	1	3	1	1	2	4	1	1	1	2	4	1	4	1	3	4	1
"693"	4	2	1	1	4	2	1	4	1	1	2	1	4	2	1	1	4	1	1	1	1	4	4	3	1	3	1	1	3	1	1	2	1	3	1	1	2	2	1	1	2	3	2	2	3	1	3	1	1	2	2	1	1	3	1	3	1	2	1	3	4	2	2	1	1	4	1	1	2	1	4	3	1	1	1	4	3	1	1	4	3	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
"694"	4	1	1	2	4	2	1	1	2	1	1	1	1	2	2	4	2	3	1	1	3	3	2	1	1	1	1	4	1	1	4	3	1	4	4	2	4	3	2	2	3	4	1	1	2	1	1	1	1	2	2	1	1	2	3	4	1	1	1	4	1	4	1	1	4	2	1	4	1	1	1	3	1	1	1	4	1	2	2	1	4	1	3	4	2	1	1	2	3	2	1	2	2	4	4	1	1	1	1	1
"695"	2	2	1	1	1	3	2	4	2	4	1	1	2	2	1	4	1	3	4	2	1	1	2	2	1	1	1	4	1	2	1	2	1	2	1	1	1	2	1	2	3	4	1	4	2	2	2	2	4	1	1	4	1	1	1	1	3	1	1	2	1	1	3	1	1	2	1	4	1	1	1	2	1	3	2	4	1	1	1	1	4	2	4	1	1	1	4	2	3	2	1	1	1	1	1	1	3	2	2	4
"696"	2	2	1	4	1	2	1	3	1	1	3	1	1	2	2	3	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	3	1	3	1	2	4	2	2	1	3	1	2	1	1	2	4	1	1	1	1	4	1	2	1	1	1	3	1	4	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	2	1	1	1	3	1	1	4	1	1	1	2	4	1	4	4	2	1	4	1
"697"	2	2	1	1	1	1	1	4	3	1	2	1	1	1	2	1	4	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	2	3	1	2	1	1	2	4	1	2	1	1	1	1	2	1	1	1	1	2	3	1	1	2	1	1	1	4	4	1	1	4	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	4	2	4	1	1	2	3	2	1	2	1	2	4	2
"698"	1	1	3	2	2	4	1	1	3	1	2	1	1	2	1	2	3	3	2	1	4	3	4	3	1	1	1	1	1	4	1	2	1	1	1	4	4	4	1	2	3	1	1	1	1	1	4	2	1	2	1	4	2	4	4	1	1	1	1	4	3	2	1	1	1	1	1	4	4	1	2	1	1	4	2	1	1	4	1	4	3	2	1	3	1	1	1	4	3	1	1	1	1	4	1	2	4	3	1	1
"699"	1	2	1	1	4	2	1	4	1	1	3	1	3	2	1	2	1	1	4	1	2	1	2	1	2	1	1	1	2	3	1	1	1	3	1	2	1	1	2	1	4	2	1	4	2	2	2	2	2	2	1	1	1	4	1	1	1	2	1	1	2	2	4	1	2	2	1	1	1	1	2	3	1	2	1	4	1	4	1	3	3	2	1	1	3	1	2	2	1	1	1	2	1	1	3	2	1	2	4	1
"700"	1	1	4	3	2	2	1	4	2	1	2	1	1	2	2	1	1	3	1	4	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	4	2	1	1	3	2	1	1	2	1	2	1	1	1	1	1	1	2	1	3	1	1	2	4	3	4	2	1	2	2	1	4	4	1	4	3	1	4	2	3	1	3	1	1	4	1	3	2	2	1	1	4	2	1	1	1	1	2	1	3	1	1	1	1
"701"	1	2	1	3	4	2	1	2	3	1	1	2	4	2	2	3	1	2	1	2	1	2	2	2	1	1	1	3	1	2	1	2	1	3	1	3	4	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	1	3	1	2	1	4	1	1	2	2	2	1	1	4	1	4	4	2	1	1	3	1	1	2	1	1	2	2	1	4	2	2	1	1	3	2	1	1	3	4	4	2	4	1	2	1
"702"	2	2	2	4	4	3	1	1	4	1	3	1	4	2	2	1	2	1	3	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	4	2	2	1	3	4	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	3	4	1	2	4	3	4	2	1	2	4	1	1	3	1	1	1	3	1	4	2	1	2	1	4	1	2	1	1	2	3	1	1	1	2	1	1	1	4	3	3	1
"703"	1	4	3	3	2	4	3	4	1	1	1	1	1	2	2	4	2	1	3	1	4	2	2	1	2	1	1	4	1	2	1	4	1	3	1	2	4	1	3	1	3	1	1	1	2	1	3	1	1	4	2	2	1	1	1	1	1	4	4	3	3	4	2	1	1	1	1	1	4	1	2	3	1	1	3	1	2	1	1	1	4	1	4	1	3	1	4	4	3	1	1	1	2	1	1	1	1	2	4	2
"704"	4	2	1	1	1	4	1	1	4	1	2	1	1	2	2	4	1	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	3	4	1	1	1	1	1	1	4	2	2	1	1	2	2	3	1	2	2	1	2	1	2	1	1	2	4	2	3	1	4	1	1	1	1	1	1	4	1	3	2	2	3	1	1	3	1	1	2	1	1	2	1	2	1	2	4	1	4	2
"705"	3	1	3	3	1	2	1	1	2	1	1	2	1	2	2	1	1	1	4	1	1	1	3	1	1	2	1	1	1	2	3	1	1	2	1	3	4	1	3	1	3	1	1	1	1	1	3	1	1	1	1	1	1	2	1	3	1	1	2	1	1	2	2	1	1	2	1	4	3	1	4	2	1	1	1	1	1	1	2	2	2	1	1	3	2	1	1	4	2	2	1	1	2	4	1	1	2	3	1	1
"706"	1	1	1	1	2	2	1	2	2	3	3	1	4	2	2	2	2	4	1	1	2	1	1	2	2	1	1	4	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	2	1	3	2	1	1	1	3	2	2	1	1	4	4	3	4	1	1	1	3	1	2	1	1	1	2	1	2	1	3	1	2	1	1	2	1	1	1	3	2	1	4	4	2	1	3	1	1	1	2	4	3	1	1
"707"	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	1	3	4	1	1	2	2	1	4	1	1	4	2	3	1	1	1	3	1	1	2	2	1	4	4	1	1	1	2	1	1	1	4	1	1	2	1	2	3	1	1	2	2	4	1	3	2	3	1	2	2	2	1	3	2	1	1	1	4	1	1	1	1	1	2	1	4	1	2	4	1	2	3	1	1	1	2	2	4	2	1	3	1	1
"708"	1	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	1	4	4	1	2	2	4	4	1	1	1	2	1	2	1	2	1	1	1	4	1	1	1	2	3	1	1	2	1	3	2	1	4	2	2	1	1	2	1	1	1	2	1	1	3	1	2	1	2	4	1	2	1	1	4	1	1	1	1	3	1	1	1	3	2	1	4	2	3	1	4	4	2	1	1	2	2	2	1	3	1	3	1	2
"709"	1	2	2	1	1	1	1	4	1	3	4	1	4	2	1	3	1	4	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	4	1	4	4	1	1	1	2	4	1	2	2	1	2	1	2	1	1	1	1	2	1	2	3	1	1	1	3	1	4	2	1	2	4	4	1	3	2	3	1	1	1	1	1	4	1	1	4	1	1	4	1	1	1	1	3	1	1	3	1	1	1	1	1	4	4	4
"710"	1	3	2	1	1	2	1	1	2	1	3	2	4	2	2	3	3	1	4	1	2	1	2	3	4	1	1	3	1	2	1	2	1	3	1	1	3	2	1	1	4	2	1	2	1	1	4	1	4	1	1	4	1	2	2	1	3	1	2	1	1	4	2	1	1	3	1	2	4	1	4	2	1	3	1	3	1	4	2	2	3	1	1	4	1	1	4	2	4	1	1	1	3	1	1	3	3	3	2	1
"711"	1	1	1	2	1	1	1	4	3	1	1	1	4	2	1	1	1	1	1	1	4	1	2	4	4	1	1	1	2	3	1	4	1	2	1	1	4	1	2	1	2	3	1	1	1	1	2	1	1	4	2	1	1	1	1	3	1	1	1	4	3	2	1	3	1	2	4	4	1	1	1	1	1	1	1	3	1	4	1	4	3	2	1	1	3	1	4	4	3	1	1	2	1	1	4	1	4	3	2	4
"712"	4	2	3	2	4	1	1	2	2	3	4	1	4	2	3	3	4	1	3	1	4	2	4	2	2	1	1	1	1	1	1	4	1	2	1	2	1	2	2	2	4	2	1	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	3	3	1	3	1	2	2	2	1	1	1	1	4	1	1	1	1	1	1	2	1	1	4	1	3	1	3	1	4	1	3	1	1	1	4	1	1	1	3	4	4	1
"713"	1	1	1	3	3	1	1	2	4	1	3	2	4	2	1	2	1	2	1	1	1	2	2	3	1	1	1	4	2	4	1	4	1	1	1	2	4	1	1	1	3	4	1	1	2	1	4	1	2	2	2	2	1	2	1	1	1	4	4	4	3	1	1	2	2	2	1	2	1	1	4	4	1	3	1	1	1	3	1	1	3	2	3	1	1	3	1	1	1	1	1	2	1	1	3	1	2	2	2	1
"714"	1	1	1	1	2	3	1	4	2	1	1	1	4	2	2	1	2	1	4	1	1	2	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	2	2	3	2	1	2	1	2	4	2	1	1	2	1	1	1	1	3	1	2	2	4	3	1	4	3	4	2	2	1	2	1	2	1	1	1	1	3	1	1	1	3	2	1	4	1	1	1	1	2	3	4	1	2	1	3	1	1	4	1	2	2
"715"	1	2	3	2	1	3	1	2	4	1	2	1	2	2	1	1	2	3	2	1	4	3	3	2	1	1	1	1	1	4	1	2	1	4	1	2	4	1	1	1	3	1	1	1	3	1	1	1	1	4	2	1	1	1	1	3	1	2	2	4	1	1	1	1	1	1	4	2	1	1	4	3	1	2	1	3	1	2	1	1	3	2	4	1	4	1	1	2	1	2	1	3	4	1	1	1	1	2	4	1
"716"	1	2	3	1	3	1	1	2	1	3	1	2	4	2	2	1	1	1	1	1	1	1	3	4	4	1	1	1	3	1	1	4	1	1	1	2	2	1	1	1	3	1	1	1	2	1	4	1	1	1	2	3	1	2	1	1	1	2	2	4	1	1	2	1	1	1	4	2	1	1	1	3	1	1	1	4	2	2	1	3	4	1	3	1	1	1	2	2	3	2	1	3	1	1	1	1	4	3	4	1
"717"	1	1	1	1	1	2	1	1	4	3	1	1	1	3	1	3	2	3	4	2	2	2	4	2	1	1	1	2	2	2	2	2	1	2	1	1	4	2	1	3	3	1	1	2	4	1	4	1	1	1	2	1	1	2	1	2	1	2	2	1	1	4	1	1	1	1	1	4	3	1	2	2	1	4	4	3	2	1	1	4	2	1	1	1	3	1	3	1	2	1	1	2	2	1	1	1	1	4	2	1
"718"	4	2	1	2	2	1	1	2	3	1	4	3	1	2	1	3	1	1	4	1	1	2	2	3	1	1	2	1	1	1	1	1	1	4	1	2	2	1	4	1	3	2	1	1	4	1	4	1	4	1	2	2	2	2	1	1	1	2	1	2	2	1	2	2	1	1	1	2	4	1	1	1	1	1	3	1	1	1	2	1	3	4	4	2	2	1	1	2	4	1	1	2	3	2	1	1	3	3	2	1
"719"	2	1	1	2	4	4	1	1	1	1	4	2	1	4	1	1	1	1	1	2	4	2	2	3	1	1	1	3	2	1	1	2	1	4	1	2	4	1	1	2	1	4	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	3	4	1	1	1	2	2	1	4	1	1	3	4	4	2	1	1	1	3	2	1	1	1	1	1	1	2	1	1	4	4	2	3	1	4	1	1	1
"720"	4	1	1	1	1	1	1	3	3	1	1	2	3	1	1	3	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1	3	4	3	1	2	2	1	3	1	1	2	2	1	1	1	4	3	1	2	1	1	3	4	3	4	4	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	3	2	4	1	3	1	2	4	4	1	1	3	3	1	1	1	3	4	1	1
"721"	4	2	2	1	2	2	1	1	1	1	3	1	4	2	2	2	1	3	1	1	2	1	2	3	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	1	3	3	1	2	1	1	4	1	4	2	1	1	1	1	1	1	1	2	2	4	1	1	2	1	1	1	1	3	1	1	3	1	1	1	2	1	1	2	1	1	4	1	3	4	1	1	1	2	2	1	1	1	2	2	1	1	4	1	1	1
"722"	4	2	1	1	1	2	1	2	3	3	2	1	3	2	2	3	2	1	4	1	1	1	2	1	2	1	1	1	1	4	3	4	1	4	1	4	3	1	2	2	3	2	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	4	2	1	1	1	1	4	1	4	1	2	1	1	2	2	1	4	2	3	2	2	1	1	2	1	3	4	1	1	3	2	4	2	1	2	2	2	3	1	4	1	4	1
"723"	4	2	2	1	1	2	1	1	3	1	2	3	1	2	2	4	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	4	1	2	2	3	2	1	2	2	2	1	1	2	2	1	1	1	2	4	1	1	2	2	4	1	1	2	2	1	1	1	2	2	1	1	1	1	4	1	4	1	2	1	3	3	2	1	3	1	1	2	1	3	1	1	1	4	1	1	1	1	3	3	2
"724"	1	1	3	2	4	2	1	2	1	1	1	1	4	2	4	2	1	1	4	1	3	2	2	2	1	3	1	1	2	2	2	2	1	4	1	2	4	2	2	2	4	1	1	1	1	2	3	2	4	2	2	1	1	1	1	3	1	2	3	4	2	1	2	1	2	2	1	2	4	1	2	2	1	1	1	4	1	3	2	1	2	1	1	1	2	1	1	4	2	1	1	2	2	1	4	1	1	3	3	2
"725"	1	1	4	1	2	2	1	1	3	1	3	1	4	2	1	1	1	2	1	1	2	1	2	2	1	1	1	4	1	1	1	1	1	2	1	4	4	2	1	2	3	3	1	1	2	2	3	1	1	1	2	1	1	1	2	2	1	4	2	3	1	1	1	2	1	2	4	2	1	1	1	3	4	4	1	1	3	2	1	3	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	4	1	3	1
"726"	1	1	2	3	2	3	1	2	1	3	3	1	1	1	1	1	1	3	4	2	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	2	4	2	1	1	4	3	1	2	4	1	2	1	4	2	2	1	1	1	1	1	1	2	4	4	1	4	1	4	1	2	4	3	2	1	4	3	1	1	3	1	1	2	2	1	2	1	1	3	4	1	4	1	3	2	1	1	2	2	1	3	1	1	1	1
"727"	1	2	1	1	2	4	1	1	4	1	3	1	4	2	4	2	1	1	4	1	4	3	3	4	1	1	1	1	3	1	1	1	1	3	1	2	3	4	1	1	3	1	4	1	1	1	2	1	4	1	1	1	1	1	2	1	1	1	2	4	1	2	1	2	2	2	1	2	1	1	3	1	1	1	1	4	1	2	1	1	2	1	1	1	4	1	1	2	2	2	1	1	2	3	1	2	1	3	1	1
"728"	1	1	1	2	3	2	1	1	1	1	1	3	2	1	1	2	4	1	4	1	2	1	3	2	1	1	1	1	1	2	1	2	1	2	1	1	2	3	1	2	3	1	1	2	2	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	3	4	2	1	3	2	1	3	1	1	3	3	3	3	1	1	1	4	1	1	3	2	4	1	1	1	1	4	3	1	1	3	2	2	1	1	1	1	2	2
"729"	1	3	3	4	1	4	1	4	2	1	1	1	1	1	2	3	1	1	1	1	1	2	3	4	1	3	1	2	1	4	1	4	1	1	1	2	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	3	4	1	1	2	2	3	2	4	1	1	1	2	1	2	2	1	1	1	1	1	1	4	1	2	4	1	3	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1	4	1	3	1
"730"	4	1	1	3	4	1	1	4	4	1	3	2	3	4	2	2	2	1	4	1	1	2	2	3	1	4	1	1	1	2	1	2	1	4	1	1	1	1	1	3	1	2	1	1	4	1	3	1	1	1	2	2	1	2	1	3	1	1	2	1	1	4	2	2	2	1	1	3	1	1	4	3	1	1	1	4	3	4	1	1	2	1	4	1	1	1	4	4	3	2	1	2	1	1	1	2	2	3	1	4
"731"	4	1	2	1	1	1	1	2	2	1	1	2	4	1	2	1	2	3	4	1	2	1	2	1	1	1	1	3	1	1	3	2	1	3	1	2	3	2	1	1	4	2	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	3	4	1	1	1	2	1	4	4	1	4	3	4	3	1	3	1	2	1	1	3	1	1	3	1	1	1	2	4	2	1	1	3	1	1	1	2	2	1	2
"732"	1	2	3	3	1	3	1	1	2	1	4	1	1	2	2	1	1	1	1	2	4	1	2	1	1	3	1	1	1	2	2	1	1	3	1	3	3	3	3	1	3	1	1	2	2	1	3	1	1	2	2	1	1	1	4	1	1	2	1	4	3	2	3	4	1	3	1	2	1	1	4	3	3	3	1	1	1	3	2	1	2	2	1	1	4	1	1	2	4	2	1	2	2	4	4	1	2	2	4	1
"733"	4	1	2	1	2	2	1	1	1	1	3	1	3	3	2	3	2	1	4	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	4	2	2	1	2	4	4	2	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	3	1	3	2	2	1	2	1	1	2	2	1	4	3	1	1	1	4	2	2	1	2	3	1	4	1	1	1	1	1	2	2	1	2	1	1	1	3	1	3	4	3
"734"	4	2	2	1	2	1	1	2	4	1	1	1	4	2	1	4	1	4	3	1	4	1	2	2	2	1	1	1	2	2	1	2	1	1	1	2	4	1	1	1	4	2	1	1	2	1	2	1	1	2	1	1	2	2	3	1	1	1	1	4	3	1	2	4	2	4	1	3	2	1	2	3	2	1	2	4	1	3	2	1	3	1	4	3	2	1	1	2	4	1	1	4	1	2	1	1	2	1	3	2
"735"	1	2	4	3	2	1	1	1	2	3	1	1	1	2	1	1	1	2	2	1	2	2	2	1	1	3	1	3	1	4	1	3	1	2	1	4	4	3	1	2	3	2	1	2	1	4	3	2	1	1	1	1	2	1	3	3	1	1	1	2	2	4	4	3	1	1	4	3	1	3	1	2	1	2	1	1	1	3	1	1	2	1	3	4	4	1	1	2	2	2	1	2	4	2	1	3	3	1	2	2
"736"	2	2	2	3	1	2	1	1	4	1	1	1	1	2	3	1	1	1	4	1	2	1	2	1	1	1	1	1	1	1	1	4	1	3	2	1	4	1	2	2	2	2	1	1	3	1	2	2	2	1	2	1	1	2	4	1	1	2	2	3	3	1	3	2	4	1	4	1	1	1	4	3	1	1	1	1	1	2	1	3	2	2	1	1	1	3	1	2	4	2	1	3	2	1	1	2	2	1	3	1
"737"	1	2	1	3	2	1	1	2	2	1	3	1	4	3	2	1	2	3	1	1	4	3	2	3	1	1	1	1	1	2	1	2	1	1	1	1	4	1	1	2	3	2	1	1	2	1	1	1	1	4	2	2	1	1	3	1	1	2	2	3	1	1	2	2	1	1	4	3	4	1	2	3	1	3	1	1	1	4	1	1	3	1	1	1	2	1	3	2	2	2	1	1	3	3	1	1	4	2	1	2
"738"	4	2	1	2	4	2	1	1	2	1	2	1	2	2	2	1	2	1	4	1	1	1	3	4	1	2	1	1	4	1	1	2	1	2	1	1	1	1	1	1	3	4	1	3	2	4	3	1	2	1	2	1	1	2	2	1	1	1	2	4	1	4	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	3	1	4	3	3	1	2	4	3	2	1	2	2	2	4	2	1	1	4	2
"739"	2	1	1	4	1	4	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	2	4	3	1	1	1	1	1	2	1	2	1	1	1	2	4	2	1	1	2	1	3	2	2	2	3	1	1	4	1	1	1	1	1	3	1	2	2	1	3	2	2	1	2	1	1	2	1	1	4	3	4	2	1	1	1	2	1	4	4	1	2	1	1	1	2	2	3	2	1	2	2	2	1	2	3	3	1	1
"740"	2	1	2	1	1	1	1	2	4	3	1	1	1	1	4	1	1	3	1	1	1	1	2	4	4	1	1	1	1	2	1	1	1	3	1	2	4	3	2	2	4	2	2	1	2	1	2	1	3	1	2	2	1	2	2	4	2	3	2	4	3	4	1	1	1	2	1	3	2	1	4	3	3	3	1	4	2	1	1	1	3	1	4	1	4	1	1	2	4	1	1	2	1	4	1	1	4	2	1	1
"741"	2	2	1	3	2	2	1	1	4	1	3	1	1	1	4	1	1	1	3	1	4	1	2	2	1	1	1	3	1	3	2	2	1	3	1	2	2	1	1	2	1	4	2	1	4	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	4	1	1	2	2	1	2	1	1	1	1	3	1	1	2	3	3	1	3	3	2	1	4	3	4	1	1	2	1	1	3	4	2	2	2	1	2	2	2
"742"	4	3	2	1	2	4	1	4	3	1	3	2	2	2	2	2	1	3	4	1	4	3	2	4	4	1	1	1	1	4	1	2	1	3	2	1	2	1	4	1	3	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	3	4	1	4	1	2	4	2	1	1	1	3	1	1	1	1	1	3	1	3	2	1	1	3	1	1	1	3	3	2	4	2	2	4	1	1	1	3	1	1
"743"	4	2	1	1	3	4	1	3	4	3	1	1	1	2	4	4	2	3	4	1	4	1	2	2	1	1	1	1	1	1	1	2	1	4	1	2	1	3	1	1	3	1	1	1	2	1	2	1	2	1	2	4	1	2	2	3	1	1	1	2	3	2	2	2	2	1	1	2	2	1	2	1	3	1	2	1	1	1	1	1	3	2	1	1	2	1	4	2	4	2	1	3	2	2	1	1	3	2	2	4
"744"	4	1	1	1	4	3	1	1	4	1	1	2	1	2	2	1	2	1	1	1	4	2	2	1	1	1	1	2	1	3	1	2	1	2	1	2	4	2	4	2	2	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	1	4	1	2	1	4	2	1	1	2	1	1	1	1	1	1	1	1	3	2	4	4	1	1	4	1	3	2	1	2	2	1	1	1	4	3	4	2
"745"	2	1	3	3	4	1	1	4	4	1	3	1	4	1	3	1	1	1	4	4	4	1	4	2	1	2	1	1	1	2	1	2	1	3	1	1	1	2	2	1	2	4	1	1	2	1	2	1	4	1	1	1	1	1	1	1	1	2	2	3	3	2	1	1	1	4	1	4	1	1	1	3	4	1	1	3	1	3	1	4	2	1	3	1	3	1	1	1	4	2	3	1	1	4	1	2	4	3	3	1
"746"	4	2	1	1	2	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	4	1	1	1	1	1	1	2	2	1	3	1	4	2	4	2	3	1	4	2	1	4	1	2	2	3	1	1	1	1	1	4	2	2	2	1	4	2	2	1	4	1	1	3	1	4	2	4	1	1	2	1	1	3	1	1	1	2	2	2	1	1	3	3	1	2	3	1	1	1
"747"	2	1	1	2	4	2	1	1	4	1	4	1	4	1	2	1	2	1	1	1	2	1	3	4	1	2	1	1	2	4	1	2	1	3	2	3	2	3	3	2	4	2	1	2	2	1	2	1	2	2	1	4	1	1	3	2	1	1	1	4	3	1	3	1	1	1	1	3	1	1	2	1	4	1	4	4	2	1	1	1	3	2	4	3	1	1	4	4	4	2	1	1	1	2	4	1	1	1	1	4
"748"	4	2	1	2	4	1	1	3	1	1	3	1	4	2	2	1	1	1	1	1	4	4	4	2	1	1	1	1	1	4	1	4	1	2	1	1	4	2	2	1	3	1	4	2	2	3	4	2	1	1	1	1	1	2	1	3	4	1	2	2	1	1	1	1	4	1	1	4	3	1	1	2	1	2	1	4	1	4	1	3	2	2	1	3	3	1	1	2	3	4	3	1	1	1	4	2	1	1	3	4
"749"	4	4	4	3	3	2	1	1	1	1	3	1	3	2	2	2	1	1	3	1	1	1	3	1	1	1	1	2	4	2	1	4	1	1	1	4	1	2	2	1	3	2	1	1	4	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	4	1	1	1	4	1	2	1	1	4	3	3	2	1	1	1	1	1	1	2	2	3	3	2	1	3	2	3	2	1	3	1	4	1	1	1	1	3	2
"750"	4	2	2	1	2	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	2	2	2	1	4	1	3	1	4	1	2	4	2	1	2	4	4	4	1	1	1	2	2	2	1	1	1	1	2	4	4	3	3	1	2	2	2	2	2	1	1	1	1	1	2	1	4	1	3	1	1	3	1	4	4	1	1	4	2	2	1	3	1	2	2	1	1	3	1	2	1
"751"	4	2	2	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	1	1	2	2	4	1	1	1	1	2	1	2	1	1	3	4	3	1	3	1	2	3	1	3	1	2	2	4	1	2	1	1	1	1	1	3	4	1	2	2	4	3	1	1	1	2	4	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	3	1	1	2	1	1	1	3	1	1	1	3	2	2	1	2
"752"	1	2	2	2	4	2	1	1	4	1	3	3	4	1	2	3	2	3	1	1	1	4	2	1	1	1	1	1	3	1	2	1	1	2	1	2	1	2	2	2	3	3	1	2	2	1	3	1	1	2	1	4	1	1	1	1	1	2	1	4	1	2	2	3	1	1	1	3	1	1	2	1	1	1	4	4	2	2	1	1	2	2	3	1	2	1	1	1	4	1	1	1	1	4	1	2	1	1	2	2
"753"	4	1	2	1	1	1	1	1	1	1	1	3	2	2	3	3	2	1	4	3	3	3	2	1	1	1	1	1	3	2	2	3	1	2	1	4	2	2	2	2	2	1	1	2	1	1	2	1	1	2	1	3	1	4	3	2	1	4	2	3	1	1	2	1	1	1	1	2	1	1	1	3	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	4	1	1	4	2	1	2	1	1
"754"	4	1	3	1	4	4	1	3	1	3	4	3	3	2	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	4	2	2	1	4	1	2	1	3	1	1	2	1	1	2	2	1	3	1	4	1	2	1	1	1	3	3	1	1	2	1	2	4	1	1	1	1	1	3	4	1	4	1	1	2	1	1	1	1	1	1	3	2	4	1	1	1	1	4	3	2	1	1	3	2	3	3	1	2	4	1
"755"	1	2	2	4	4	2	1	2	1	1	2	2	2	2	1	1	1	1	4	4	1	1	2	2	1	1	1	1	4	4	2	2	1	3	4	2	2	1	1	1	3	3	1	2	4	3	2	1	1	2	1	1	1	4	4	3	1	1	2	4	2	2	2	1	2	3	2	3	1	1	1	3	2	1	1	1	4	2	1	1	2	1	1	1	1	1	4	2	1	1	1	3	3	3	3	2	4	3	1	1
"756"	1	2	2	1	4	4	1	4	1	1	3	1	2	2	1	2	2	1	3	1	1	2	3	2	2	1	1	1	1	1	1	1	1	2	1	1	4	2	1	1	3	2	1	1	2	1	1	1	4	1	1	1	1	4	1	1	1	4	4	3	1	2	2	4	2	1	1	3	2	1	2	1	1	2	1	2	4	4	1	1	2	1	3	1	1	1	1	2	3	1	1	1	2	2	1	1	1	3	1	1
"757"	4	2	2	1	1	4	1	2	1	1	1	1	1	1	2	1	1	2	1	4	4	2	3	2	1	1	1	4	1	1	3	1	1	1	2	1	4	1	3	4	2	2	1	2	2	2	4	1	2	1	2	1	1	1	1	4	1	1	2	4	1	2	1	1	1	1	2	4	1	1	4	2	1	2	1	4	1	3	1	1	4	1	4	1	3	1	4	1	3	2	1	1	2	4	4	1	3	2	2	1
